lob_1_desc,ci_industry,no_of_banks,cr_credit_rating,cl_total_revenue_ytd,Revenue_2017,Revenue_2018,Revenue_2019,Revenue_2020,Revenue_2021,tot_rev_ytd,Cost_2017,Cost_2018,Cost_2019,Cost_2020,Cost_2021,tot_cost_ytd,2017_profit,2018_profit,2019_profit,2020_profit,2021_profit,total_profit,limit_cons,limit_mb,actual_try_revenue,actual_plm_revenue,actual_trade_revenue,actual_loan_revenue,actual_investment_banking_revenue,loan_nii,od_nii,stl_nii,syndication_revenue,real_estate_revenue,dect_capital_mkt_revenue,ipo_revenue,merger_acquisition_revenue,doc_collection_revenue,trust_receipt_revenue,letter_of_credit_revenue,export_lc_revenue,export_lafb_revenue,export_fbp_revenue,export_doc_collection_revenue,export_lc_discounting_revenue,factoring_lrd_revenue,factoring_nonlrd_revenue,letter_of_guarantee_revenue,counter_letter_of_guarantee_revenue,two_factor_i_and_e_factoring_under_fci_and_collections_revenue,buyer_led_supplier_finance_revenue,strcutured_trade_and_commodity_finance_revenue,core_payments_float_revenue,matrix_mbol_fee_revenue,recoveries_tt_fee_revenue,h2h_gr_swift_echqs_revenue,cardless_cash_revenue,cash_delivery_lcy_and_fcy_revenue,deposits_revenue,cash_concentration_revenue,cash_sweeping_revenue,notional_pooling_revenue,interest_optimization_and_enhancement_revenue,cash_management_commission_revenues_ytd,cash_management_fx_fee_ytd,cash_management_revenue,cash_docs_collection_revenue,virtual_accounts_ccs_monster_machines_revenue,dd_chq_collection_revenue,corporate_credit_card_revenue,core_payments_revenue,pos_revenue,liquidity_management_revenue,core_collection_revenue,fx_flow_revenue,rates_flow_revenue,irs_ccs_swaptions_revenue,fx_swaps_swaptions_revenue,reverse_repo_revenue,trading_of_debt_securities_revenue,treasury_services_try_brokerage_ytd,treasury_services_try_asset_management_ytd,treasury_services_try_mis_ytd,no_of_months_inactive_ly,is_inactive,total_active_period,ci_customer_group_identification,customer_id,RelationshipManager,customer_lv_title,group_lv_title
Trading Companies,OpenEnd Investment Funds,0.0,0.0,9698.569,0.0,0.0,0.0,3414.2,9698.569,13112.768999999998,0.0,0.0,0.0,573.786,1336.244,1910.03,0.0,0.0,0.0,2840.414,8362.325,11202.739,0.0,0.0,6113.0,6697.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306.0,2002.0,1784.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,6534.0,0.0,0.0,0.0,6113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13316972.0,107445,20,7295,7295
Trading Companies,Photographic Equipment and Supplies Merchant Wholesalers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,13316980.0,107446,20,5785,5785
Trading Companies,OpenEnd Investment Funds,0.0,0.0,344111.63200000004,0.0,0.0,0.0,800062.787,344111.63200000004,1144174.419,0.0,0.0,0.0,291745.512,295200.249,586945.761,0.0,0.0,0.0,508317.275,48911.383,557228.6579999999,0.0,0.0,52559.0,1091413.0,0.0,199.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460375.0,0.0,1104.0,0.0,0.0,0.0,629932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091413.0,0.0,0.0,0.0,52559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13138269.0,107447,0,6066,847
Contracting Finance,"General Contractors Nonresidential Buildings, other than Industrial Buildings and Warehouses",0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,10880853.0,107448,24,3740,731
Contracting Finance,"General Contractors Nonresidential Buildings, other than Industrial Buildings and Warehouses",0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,10880853.0,107449,24,3740,731
Real Estate,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,10104568.0,107450,53,2252,2543
Services & Manufacturing,"Power, Distribution, and Specialty Transformer Mfg.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,10236889.0,107451,23,6841,2763
Services & Manufacturing,"Power, Distribution, and Specialty Transformer Mfg.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,10236889.0,107452,23,7634,2763
Real Estate,Real Estate Agents and Managers,0.0,0.0,0.01,0.0,0.0,0.0,606.258,0.01,606.268,0.0,0.0,0.0,1992.531,273.10900000000004,2265.64,0.0,0.0,0.0,-1386.273,-273.099,-1659.372,0.0,0.0,0.0,6.0,0.0,600.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13318797.0,107453,60,2492,2492
Trading Companies,Automobile and Other Motor Vehicle Merchant Wholesalers,0.0,15.0,9818.912,0.0,0.0,0.0,7526.8330000000005,9818.912,17345.745,0.0,0.0,0.0,1535.1,12830.252,14365.351999999999,0.0,0.0,0.0,5991.733,-3011.34,2980.393,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,10277128.0,107454,66,3916,3916
Trading Companies,Automobile and Other Motor Vehicle Merchant Wholesalers,0.0,17.0,11160.409,0.0,0.0,0.0,37913.675,11160.409,49074.084,0.0,0.0,0.0,7570.55,11701.168,19271.718,0.0,0.0,0.0,30343.125,-540.759,29802.366,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10277128.0,107455,66,2157,2157
Real Estate,Other Direct Selling Establishments,0.0,0.0,46384.291,0.0,0.0,0.0,49331.492999999995,46384.291,95715.784,0.0,0.0,0.0,9575.628,15431.976,25007.604,0.0,0.0,0.0,39755.865,30952.315,70708.18,0.0,0.0,11872.0,83382.0,0.0,460.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76388.0,3600.0,3393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83382.0,0.0,0.0,0.0,11872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13320922.0,107456,69,3780,3780
Services & Manufacturing,"Power, Distribution, and Specialty Transformer Mfg.",0.0,17.0,10833.465,0.0,0.0,0.0,833.323,10833.465,11666.788,0.0,0.0,0.0,19.779,11576.893,11596.671999999999,0.0,0.0,0.0,813.544,-743.428,70.116,0.0,0.0,984.0,707.0,7420.0,2525.0,0.0,2525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,132.0,0.0,0.0,0.0,322.0,100.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10236889.0,107457,23,2355,2763
Services & Manufacturing,None,5.0,17.0,285845.286,0.0,0.0,0.0,308651.607,285845.286,594496.8929999999,0.0,0.0,0.0,12248.693000000001,23172.112999999998,35420.806000000004,0.0,0.0,0.0,296402.914,262673.173,559076.087,54290000.0,25750000.0,11107.0,55580.0,0.0,2717.0,0.0,2717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454625.0,0.0,0.0,0.0,0.0,0.0,1054.0,4000.0,7745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42781.0,12799.0,0.0,0.0,0.0,11107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13322389.0,107458,13,2902,2902
Services & Manufacturing,"Telephone Communications, except Radiotelephone",3.0,16.0,328222.086,0.0,0.0,0.0,359880.955,328222.086,688103.041,0.0,0.0,0.0,64848.974,79419.565,144268.539,0.0,0.0,0.0,295031.981,248802.521,543834.502,75116000.0,27400000.0,120787.0,14154.0,0.0,974.0,0.0,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24600.0,277074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187954.0,0.0,0.0,0.0,0.0,0.0,2951.0,3600.0,7601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14154.0,0.0,0.0,0.0,120787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13322645.0,107459,19,5396,5396
Services & Manufacturing,"Water Transportation Services, not elsewhere classified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,13323658.0,107460,56,2686,2686
Services & Manufacturing,Electrical Work,0.0,0.0,342.681,0.0,0.0,0.0,0.0,342.681,342.681,0.0,0.0,0.0,0.0,76.023,76.023,0.0,0.0,0.0,0.0,266.658,266.658,0.0,0.0,0.0,142.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,13323660.0,107461,56,6222,2775
Services & Manufacturing,Other Management Consulting Services,0.0,0.0,391.01,0.0,0.0,0.0,458.017,391.01,849.0269999999999,0.0,0.0,0.0,121.07700000000001,83.115,204.192,0.0,0.0,0.0,336.94,307.895,644.835,0.0,0.0,0.0,449.0,0.0,400.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10880280.0,107462,56,2115,6894
Services & Manufacturing,"Transportation Services, not elsewhere classified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,13323667.0,107463,56,7075,7075
Trading Companies,Tobacco and Tobacco Product Merchant Wholesalers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,13138269.0,107464,0,4528,847
Trading Companies,Farm Supplies,0.0,0.0,9403.068000000001,0.0,0.0,0.0,5845.945,9403.068000000001,15249.013,0.0,0.0,0.0,2595.739,2780.9040000000005,5376.643,0.0,0.0,0.0,3250.2059999999997,6622.164000000001,9872.37,0.0,0.0,1796.0,7912.0,0.0,1100.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1733.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853.0,2800.0,20.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7912.0,0.0,0.0,0.0,1796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13324682.0,107465,42,7340,7340
Trading Companies,Other Professional Equipment and Supplies Merchant Wholesalers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,16.0,13325581.0,107466,9,6625,6625
Services & Manufacturing,"Power, Distribution, and Specialty Transformer Mfg.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,16.0,13325660.0,107467,23,4008,4008
Trading Companies,Other Management Consulting Services,0.0,0.0,477.075,0.0,0.0,0.0,489.61300000000006,477.075,966.688,0.0,0.0,0.0,567.132,176.243,743.375,0.0,0.0,0.0,-77.51899999999999,300.832,223.313,0.0,0.0,105.0,661.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10878826.0,107468,0,7001,4626
Trading Companies,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,16.0,0.0,107469,20,3055,3055
Trading Companies,Motor Vehicle Parts and Accessories,0.0,0.0,3956.203,0.0,0.0,0.0,621.419,3956.203,4577.622,0.0,0.0,0.0,862.047,654.51,1516.557,0.0,0.0,0.0,-240.628,3301.6929999999998,3061.065,0.0,0.0,0.0,4217.0,0.0,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,3400.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13326530.0,107470,43,6959,6959
Trading Companies,Automobile and Other Motor Vehicle Merchant Wholesalers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,16.0,0.0,107471,66,1398,1398
"Public, Healthcare, Education & Energy",None,0.0,0.0,756.12,0.0,0.0,0.0,1440.8029999999999,756.12,2196.923,0.0,0.0,0.0,1270.616,1451.692,2722.308,0.0,0.0,0.0,170.187,-695.572,-525.385,0.0,0.0,0.0,596.0,0.0,1600.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10843844.0,107472,49,4059,2378
"Public, Healthcare, Education & Energy",None,0.0,0.0,824.64,0.0,0.0,0.0,1478.596,824.64,2303.236,0.0,0.0,0.0,1208.365,1623.7520000000002,2832.117,0.0,0.0,0.0,270.231,-799.112,-528.881,0.0,0.0,0.0,702.0,0.0,1600.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10843844.0,107473,49,3078,2378
Services & Manufacturing,Freight Transportation Arrangement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,16.0,13326926.0,107474,50,4176,4176
Contracting Finance,Water and Sewer Line and Related Structures Construction,2.0,18.0,57658.924000000006,0.0,0.0,0.0,60662.758,57658.924000000006,118321.68199999999,0.0,0.0,0.0,44140.134000000005,11906.893999999998,56047.028,0.0,0.0,0.0,16522.624,45752.03,62274.654,941452000.0,505600000.0,0.0,7502.0,110668.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110668.0,0.0,0.0,0.0,0.0,3801.0,0.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13233214.0,107475,24,8002,4193
Services & Manufacturing,Water Supply,0.0,0.0,2648.8990000000003,0.0,0.0,0.0,612.029,2648.8990000000003,3260.928,0.0,0.0,0.0,475.34,2399.4,2874.74,0.0,0.0,0.0,136.689,249.49900000000002,386.18800000000005,0.0,0.0,0.0,2010.0,0.0,1250.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,13327164.0,107476,78,6294,6294
