lob_1_desc,ci_industry,no_of_banks,cr_credit_rating,cl_total_revenue_ytd,Revenue_2017,Revenue_2018,Revenue_2019,Revenue_2020,Revenue_2021,tot_rev_ytd,Cost_2017,Cost_2018,Cost_2019,Cost_2020,Cost_2021,tot_cost_ytd,2017_profit,2018_profit,2019_profit,2020_profit,2021_profit,total_profit,limit_cons,limit_mb,actual_try_revenue,actual_plm_revenue,actual_trade_revenue,actual_loan_revenue,actual_investment_banking_revenue,loan_nii,od_nii,stl_nii,syndication_revenue,real_estate_revenue,dect_capital_mkt_revenue,ipo_revenue,merger_acquisition_revenue,doc_collection_revenue,trust_receipt_revenue,letter_of_credit_revenue,export_lc_revenue,export_lafb_revenue,export_fbp_revenue,export_doc_collection_revenue,export_lc_discounting_revenue,factoring_lrd_revenue,factoring_nonlrd_revenue,letter_of_guarantee_revenue,counter_letter_of_guarantee_revenue,two_factor_i_and_e_factoring_under_fci_and_collections_revenue,buyer_led_supplier_finance_revenue,strcutured_trade_and_commodity_finance_revenue,core_payments_float_revenue,matrix_mbol_fee_revenue,recoveries_tt_fee_revenue,h2h_gr_swift_echqs_revenue,cardless_cash_revenue,cash_delivery_lcy_and_fcy_revenue,deposits_revenue,cash_concentration_revenue,cash_sweeping_revenue,notional_pooling_revenue,interest_optimization_and_enhancement_revenue,cash_management_commission_revenues_ytd,cash_management_fx_fee_ytd,cash_management_revenue,cash_docs_collection_revenue,virtual_accounts_ccs_monster_machines_revenue,dd_chq_collection_revenue,corporate_credit_card_revenue,core_payments_revenue,pos_revenue,liquidity_management_revenue,core_collection_revenue,fx_flow_revenue,rates_flow_revenue,irs_ccs_swaptions_revenue,fx_swaps_swaptions_revenue,reverse_repo_revenue,trading_of_debt_securities_revenue,treasury_services_try_brokerage_ytd,treasury_services_try_asset_management_ytd,treasury_services_try_mis_ytd,no_of_months_inactive_ly,is_inactive,total_active_period,ci_customer_group_identification,customer_id,RelationshipManager,customer_lv_title,group_lv_title
Special Assets,None,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,0.0,5900.0,35.133,0.0,0.0,0.0,0.0,35.133,5864.866999999999,0.0,0.0,0.0,0.0,5864.866999999999,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10200509.0,102747,14,5828,2921
Trading Companies,None,0.0,21.0,0.0,7837.821,5415.562,656.304,0.0,0.0,13909.687,1466.132,1435.6629999999998,511.666,0.0,0.0,3413.461,6371.689,3979.8990000000003,144.638,0.0,0.0,10496.226,0.0,0.0,2.0,10556.0,0.0,3350.0,0.0,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10053.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10556.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10568270.0,102748,21,6774,4712
Special Assets,None,0.0,0.0,0.0,1968.516,146.203,0.0,0.0,0.0,2114.719,184.22799999999998,0.662,0.0,0.0,0.0,184.89,1784.2879999999998,145.541,0.0,0.0,0.0,1929.829,0.0,0.0,0.0,59.0,0.0,2054.0,0.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10141740.0,102749,27,410,4013
Real Estate,None,0.0,0.0,43067.487,57320.867999999995,91482.73,19431.94,0.0,43067.487,211303.025,19405.962,0.0,0.0,0.0,9395.963,28801.925,37914.906,91482.73,19431.94,0.0,33671.524,182501.1,0.0,0.0,15389.0,188650.0,0.0,5210.0,0.0,5210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33953.0,1200.0,153496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188650.0,0.0,0.0,0.0,15389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,56.0,10870482.0,102750,84,5731,5731
Trading Companies,None,0.0,0.0,99.242,-3705.8309999999997,640.582,720.846,414.546,99.242,-1830.615,528.362,52.766999999999996,46.876999999999995,60.736999999999995,28.875999999999998,717.6189999999999,-4234.193,587.815,673.9689999999999,353.809,70.366,-2548.234,0.0,0.0,0.0,2296.0,0.0,-4129.0,0.0,-4129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10239789.0,102751,33,7279,1097
Special Assets,Other Misc. Nondurable Goods Merchant Wholesalers,4.0,99.0,0.0,94162.507,65135.805,21807.015,8.307,0.0,181113.634,18845.296000000002,7854.13,4730.166,0.0,0.0,31429.592,75317.211,57281.675,17076.849,8.307,0.0,149684.042,34070000.0,7166000.0,0.0,1133.0,0.0,179978.0,0.0,179978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,10870534.0,102752,14,648,648
Services & Manufacturing,None,0.0,0.0,0.0,388.158,684.73,232.87400000000002,0.0,0.0,1305.762,586.744,533.87,43.501999999999995,0.0,0.0,1164.116,-198.58599999999998,150.86,189.372,0.0,0.0,141.64600000000002,0.0,0.0,0.0,1104.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10879919.0,102753,12,41,5899
Services & Manufacturing,"Commercial Printing, Not Elsewhere Classified",3.0,15.0,187986.68,226260.115,293023.122,434269.143,427991.401,187986.68,1569530.461,230902.396,294083.81,334934.608,154855.747,86629.573,1101406.134,-4642.281,-1060.688,99334.535,273135.654,101357.10699999999,468124.32700000005,65783000.0,26857260.0,385617.0,936237.0,129039.0,96707.0,0.0,96707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19134.0,0.0,0.0,16206.0,0.0,0.0,0.0,0.0,0.0,0.0,93699.0,0.0,0.0,0.0,0.0,753886.0,0.0,36864.0,0.0,0.0,0.0,133780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11701.0,924535.0,0.0,0.0,0.0,385617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10871167.0,102754,12,3144,3144
"Public, Healthcare, Education & Energy",Petroleum and Petroleum Products Merchant Wholesalers (Except Bulk Stations and Terminals),4.0,21.0,81.948,109757.459,374.37,420.964,241.671,81.948,110876.412,12681.908000000001,20.238,18.936,18.35,14.023,12753.455,97075.55099999999,354.13199999999995,402.028,223.321,67.925,98122.957,774285000.0,205350000.0,531.0,31212.0,0.0,1563.0,0.0,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,74265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,3969.0,0.0,1587.0,0.0,0.0,0.0,25655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31212.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12504879.0,102755,28,3822,1643
Special Assets,None,0.0,99.0,0.0,-101316.17800000001,1778.555,-1.8530000000000002,0.0,0.0,-99539.476,4951.871,0.0,0.0,0.0,0.0,4951.871,-106268.049,1778.555,-1.8530000000000002,0.0,0.0,-104491.347,0.0,0.0,0.0,13.0,473.0,-100026.0,0.0,-100026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10871505.0,102756,14,4561,4561
Trading Companies,None,0.0,0.0,0.0,95.71600000000001,0.0,0.0,0.0,0.0,95.71600000000001,35.584,0.0,0.0,0.0,0.0,35.584,60.132,0.0,0.0,0.0,0.0,60.132,0.0,0.0,0.0,0.0,0.0,95.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10871531.0,102757,21,7204,7204
Services & Manufacturing,"Telephone Communications, except Radiotelephone",0.0,17.0,48277.973,81360.107,65841.342,77736.483,84057.745,48277.973,357273.65,22572.31,9634.473,10012.543,11672.646999999999,6616.244000000001,60508.217000000004,58787.797,56206.869000000006,67723.94,72385.098,41661.729,296765.433,0.0,0.0,109892.0,245821.0,835.0,720.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,0.0,0.0,0.0,0.0,82650.0,11200.0,151968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245821.0,0.0,0.0,0.0,109892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10871755.0,102758,3,7828,7828
Services & Manufacturing,None,0.0,0.0,0.0,4466.413,1237.562,-60.5,0.0,0.0,5643.475,8111.481,209.86599999999999,0.0,0.0,0.0,8321.347,-3645.0679999999998,1027.6960000000001,-60.5,0.0,0.0,-2677.8720000000003,0.0,0.0,0.0,653.0,0.0,4990.0,0.0,4990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10373447.0,102759,19,4719,2196
Trading Companies,Oil and Gas Field Machinery and Equipment Mfg.,2.0,12.0,40231.091,0.0,27560.552000000003,40737.528,100252.371,40231.091,208781.542,0.0,5667.228,47543.259000000005,70929.871,29990.36,154130.718,0.0,21893.324,-6805.731,29322.5,10240.731,54650.824,95839000.0,45305450.0,4537.0,127106.0,73922.0,3209.0,0.0,3209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73922.0,0.0,0.0,0.0,0.0,73536.0,0.0,4924.0,0.0,0.0,0.0,48644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127106.0,0.0,0.0,0.0,4537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10589534.0,102760,38,8066,2542
Trading Companies,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",2.0,22.0,80308.194,697192.7840000001,1049791.66,726412.4709999999,120068.746,80308.194,2673773.855,196562.198,278562.351,214371.423,14968.528,4803.137,709267.637,500630.586,771229.309,512041.04799999995,105100.21800000001,75505.057,1964506.218,66810000.0,39068980.0,407609.0,85166.0,495107.0,500970.0,0.0,500970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105086.0,1145683.0,13594.0,1650.0,0.0,1783.0,0.0,0.0,0.0,411916.0,300.0,0.0,0.0,0.0,0.0,30553.0,0.0,34783.0,0.0,0.0,0.0,19828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85166.0,0.0,0.0,0.0,407609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,102761,2,3526,3526
Trading Companies,"Building Cleaning and Maintenance Services, not elsewhere classified",0.0,17.0,6309.422,439.664,1823.3270000000002,12597.428999999998,2965.72,6309.422,24135.562,9.118,11.774000000000001,615.864,1666.1570000000002,3702.238,6005.151,430.546,1811.5529999999999,11981.565,1299.563,2607.1839999999997,18130.411,0.0,0.0,461.0,18596.0,0.0,5075.0,0.0,5075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17355.0,0.0,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18596.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,102762,17,1598,1094
Services & Manufacturing,"General Contractors Residential Buildings, other than SingleFamily",0.0,21.0,53.493,169.041,244.49900000000002,275.132,158.227,53.493,900.3919999999999,77.79899999999999,117.742,118.531,23.206,17.792,355.07,91.242,126.757,156.601,135.02100000000002,35.701,545.322,0.0,0.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10872353.0,102763,12,3110,3110
Services & Manufacturing,Bottled and Canned Soft Drinks and Carbonated Waters,0.0,19.0,0.0,249515.443,0.0,0.0,0.0,0.0,249515.443,203.046,0.0,0.0,0.0,0.0,203.046,249312.397,0.0,0.0,0.0,0.0,249312.397,0.0,0.0,0.0,1021.0,0.0,83811.0,164682.0,83811.0,0.0,0.0,164682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10872480.0,102764,56,7957,7957
Trading Companies,Motor Vehicle Supplies and New Parts Merchant Wholesalers,0.0,18.0,6146.2519999999995,25569.89,47994.42,58759.165,10883.917,6146.2519999999995,149353.644,13774.152,23022.272999999997,25924.42,9225.096,6525.38,78471.321,11795.738000000001,24972.147,32834.745,1658.8210000000001,-379.12800000000004,70882.323,0.0,0.0,15.0,141244.0,0.0,990.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138630.0,0.0,2611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141244.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10051637.0,102765,42,3670,3107
Services & Manufacturing,Offices of Other Holding Cos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10878516.0,102766,23,7362,1267
Trading Companies,None,2.0,22.0,0.0,303094.075,173.40599999999998,0.0,0.0,0.0,303267.481,11546.702,0.486,0.0,0.0,0.0,11547.188,291547.373,172.92,0.0,0.0,0.0,291720.293,68590000.0,58595000.0,0.0,538.0,0.0,302727.0,0.0,302727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10872545.0,102767,9,7497,7497
Services & Manufacturing,None,0.0,0.0,0.0,203778.72100000002,36359.302,320.0,0.0,0.0,240458.02300000002,45997.878,2440.652,0.0,0.0,0.0,48438.53,157780.843,33918.65,320.0,0.0,0.0,192019.49300000002,0.0,0.0,25010.0,213425.0,0.0,2020.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172579.0,4800.0,36046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213425.0,0.0,0.0,0.0,25010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10872666.0,102768,13,1100,1100
Special Assets,None,0.0,99.0,0.0,83069.273,-627.366,0.084,0.0,0.0,82441.991,25061.958,87.17299999999999,0.0,0.0,0.0,25149.131,58007.315,-714.539,0.084,0.0,0.0,57292.86,0.0,0.0,0.0,0.0,0.0,59294.0,0.0,59294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10873006.0,102769,30,5314,5314
Services & Manufacturing,"General Contractors Residential Buildings, other than SingleFamily",0.0,0.0,26.313000000000002,83.191,120.274,135.344,77.835,26.313000000000002,442.957,38.264,57.925,70.009,11.414000000000001,8.752,186.364,44.927,62.349,65.335,66.421,17.561,256.593,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10873025.0,102770,12,1143,1143
Special Assets,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10200509.0,102771,14,2174,2921
Services & Manufacturing,Travel Agencies,0.0,17.0,0.0,35482.321,22881.93,23381.349,80147.602,0.0,161893.202,12526.316,20353.879,20505.835,7532.866999999999,0.0,60918.897000000004,22956.005,2528.051,2875.514,72614.735,0.0,100974.305,0.0,0.0,0.0,71262.0,77258.0,13370.0,0.0,13370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77258.0,0.0,0.0,0.0,0.0,71262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,10873332.0,102772,13,7531,7531
Services & Manufacturing,Bottled and Canned Soft Drinks and Carbonated Waters,1.0,14.0,44567.843,310153.728,659665.956,411837.05600000004,162527.31699999998,44567.843,1588751.9,42469.782,50344.808,105280.159,37369.385,23677.25,259141.384,267683.946,609321.1479999999,306556.897,125157.93199999999,20890.593,1329610.5159999998,9998000.0,10000000.0,27845.0,1254932.0,77061.0,-4490.0,229033.0,-4490.0,0.0,0.0,0.0,229033.0,0.0,0.0,0.0,34403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42656.0,0.0,0.0,0.0,0.0,1090388.0,400.0,15901.0,0.0,0.0,0.0,148238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254932.0,0.0,0.0,0.0,27845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10872480.0,102773,56,6907,7957
Trading Companies,None,0.0,0.0,0.0,354.86199999999997,0.2,0.0,0.0,0.0,355.06199999999995,1937.829,0.0,0.0,0.0,0.0,1937.829,-1582.967,0.2,0.0,0.0,0.0,-1582.767,0.0,0.0,0.0,154.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10878826.0,102774,0,3320,4626
Services & Manufacturing,None,0.0,19.0,0.0,59006.415,215.523,0.0,0.0,0.0,59221.937999999995,9928.263,3.475,0.0,0.0,0.0,9931.738000000001,49078.152,212.048,0.0,0.0,0.0,49290.2,0.0,0.0,1837.0,3140.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,39438.0,9525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,2314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3140.0,0.0,0.0,0.0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10327038.0,102775,23,1323,5951
Real Estate,None,0.0,0.0,0.0,1966.7679999999998,4213.994000000001,4455.266,2099.001,0.0,12735.028999999999,129.946,339.69800000000004,189.446,76.684,0.0,735.7739999999999,1836.8220000000001,3874.296,4265.82,2022.317,0.0,11999.255,0.0,0.0,0.0,7333.0,0.0,5400.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,10425196.0,102776,55,5755,1700
Trading Companies,Passenger Car Leasing,0.0,0.0,9080.619,33725.997,59639.712999999996,68790.668,35119.278,9080.619,206356.275,97667.564,66422.685,17910.25,10147.742,5366.36,197514.60100000002,-63941.567,-6782.972,50880.418,24971.536,3714.259,8841.674,0.0,0.0,24.0,204569.0,0.0,1880.0,0.0,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204548.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204569.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10262147.0,102777,35,357,3447
Trading Companies,None,0.0,0.0,0.0,12760.531,15211.392,9061.451,0.0,0.0,37033.373999999996,49249.577000000005,47868.880999999994,7827.159000000001,0.0,0.0,104945.617,-36489.046,-32657.488999999998,1234.292,0.0,0.0,-67912.243,0.0,0.0,0.0,6822.0,0.0,21410.0,0.0,21410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.0,0.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10376546.0,102778,9,2715,2558
